patent_number,patent_date,patent_year,patent_title,patent_abstract,patent_kind,patent_type,patent_num_us_patent_citations,patent_num_us_application_citations
11798547,2023-10-24,2023,Voice activated device for use with a voice-based digital assistant,"A voice activated device for interaction with a digital assistant is provided. The device comprises a housing, one or more processors, and memory, the memory coupled to the one or more processors and comprising instructions for automatically identifying and connecting to a digital assistant server. The device further comprises a power supply, a wireless network module, and a human-machine interface. The human-machine interface consists essentially of: at least one speaker, at least one microphone, an ADC coupled to the microphone, a DAC coupled to the at least one speaker, and zero or more additional components selected from the set consisting of: a touch-sensitive surface, one or more cameras, and one or more LEDs. The device is configured to act as an interface for speech communications between the user and a digital assistant of the user on the digital assistant server.",B2,utility,896,2336
11798553,2023-10-24,2023,Voice assistant persistence across multiple network microphone devices,"Systems and methods for maintaining voice assistant persistence across multiple network microphone devices are described. In one example, first and second NMDs each identify a wake word based on detected sound, and are each transitioned from an inactive state to an active state in which the NMD captures and transmits sound data over a network interface. The first NMD is selected over the second NMD to output a first response, and both NMDs remain in the active state to further capture and transmit sound data. After further capturing and transmitting of sound data, the second NMD is selected over the first NMD to output a second response. After a predetermined time, one or both of the NMDs are transitioned back to the inactive state. The selection of one NMD over another for outputting a response can be based at least in part on user location information.",B2,utility,392,833
11799804,2023-10-24,2023,"Chat bot control device, chat bot control method, and chat bot control device system","A chat bot capable of seamlessly acquiring, in response to user input in a chat session, information necessary for an appropriate chat scenario for assisting the user from an external system and dynamically generating a chat scenario. Accordingly, the chat bot control device includes an external data acquisition unit for acquiring, in a chat session between a user and a chat bot, chat scenario creation data for generating a chat scenario from a predetermined external system based on a first input from the user; a scenario generation unit for generating, based on the chat scenario creation data, a first chat scenario that specifies transitions of a dialogue between the user and the chat bot using predetermined scenario conversion logic that defines a chat scenario generation pattern; and a scenario execution unit for executing the first chat scenario in the chat session.",B2,utility,2,9
11803395,2023-10-31,2023,Virtual assistant transfer protocol,"A method may include receiving a request to transfer a personal virtual assistant to a computing device, the personal virtual assistant including response preferences of a user; accessing a virtual assistant transfer protocol associated with the user; the virtual assistant transfer protocol including a sensitivity preference; applying the sensitivity preference to data associated with the personal virtual assistant to generate a virtual assistant transfer package; and transmitting the virtual assistant transfer package to the computing device.",B1,utility,12,8
11803399,2023-10-31,2023,Interactive virtual assistant system,"A method, computer program product, and computer system for defining, at a computing device, psychometric data for a user. An interactive virtual assistant, selected from a plurality of interactive virtual assistants, may be provided on the computing device based upon, at least in part, the psychometric data defined for the user. The user may be prompted, via the interactive virtual assistant, with one or more options.",B2,utility,2,24
11803400,2023-10-31,2023,Method and system for asynchronous notifications for users in contextual interactive systems,"A terminal server of a virtual assistant system for proactively triggering notifications is disclosed. The terminal server is configured to: receive data indicative of a change of a service related state associated with a user of at least one terminal client; generate accordingly a close-ended type question; instruct a transmission of the close-ended type question to the at least one terminal client; in response to a retransmission request, received from the at least one terminal client in relation to the transmission: not perform the close-ended type question, access a storage of the service related state to generate accordingly a new close-ended type question, instruct a transmission of the new close-ended type question to the at least one terminal client, analyze a closed type answer provided by the at least one terminal client, and instruct transmission of a current response to the answer provided by the user.",B2,utility,1,16
11804035,2023-10-31,2023,Intelligent online personal assistant with offline visual search database,"Systems, methods, and computer program products for identifying a candidate product in an electronic marketplace based on a visual comparison between candidate product image visual content and input query image visual content. Embodiments generate and store descriptive image signatures from candidate product images or selected portions of such images. A subsequently calculated visual similarity measure serves as a visual search result score for the candidate product in comparison to an input query image. Any number of images of any number of candidate products may be analyzed, such as for items available for sale in an online marketplace. Image analysis results are stored in a database and made available for subsequent automated on-demand visual comparisons to an input query image. The embodiments enable substantially real time visual based product searching of a potentially vast catalog of items.",B2,utility,33,127
11804219,2023-10-31,2023,Entity level data augmentation in chatbots for robust named entity recognition,"Techniques for data augmentation for training chatbot systems in natural language processing. In one particular aspect, a method is provided that includes generating a list of values to cover for an entity, selecting utterances from a set of data that have context for the entity, converting the utterances into templates, where each template of the templates comprises a slot that maps to the list of values for the entity, selecting a template from the templates, selecting a value from the list of values based on the mapping between the slot within the selected template and the list of values for the entity; and creating an artificial utterance based on the selected template and the selected value, where the creating the artificial utterance comprises inserting the selected value into the slot of the selected template that maps to the list of values for the entity.",B2,utility,1,5
11809171,2023-11-07,2023,Virtual assistant factory computing platform,"Various aspects of the disclosure relate to a virtual assistant factory that supports back office operations within a computing system. Various internal services (e.g., banking services, user management services, and the like) may be accessible to external application via an application programming interface. In some cases, a virtual assistant factory computing platform may expose services that call on and/or are tied to various back office computing operations. The virtual assistant factory platform may spin up and host robots, controls, and/or processes that may supplement computing operations and other associated back office operations. The application interface may call API functions that may cause the virtual assistant factory to spin up a virtual assistant to perform various functions and interact with both the user and the appropriate back office operations and/or third-party computing systems.",B2,utility,8,19
11809679,2023-11-07,2023,Personal digital assistance and virtual reality,"A virtual reality network provides access to a number of virtual reality representations, each virtual reality representation representing a location in a virtual universe and defined by VR data stored on the network. The VR data can be in a simplified data format and include data from an intelligent personal assistant and knowledge navigator (IPAKN). A database stores the network address and the location in the universe of each virtual reality representation. A database server provides access to the database. The database server generates a list of locations in response to a location query from a visitor, and provides the network address of the virtual reality representation of a selected location. A visitor connects to the database server with a client host to visit the locations in the virtual universe.",B2,utility,58,115
11809783,2023-11-07,2023,Intelligent device arbitration and control,"This relates to systems and processes for using a virtual assistant to arbitrate among and/or control electronic devices. In one example process, a first electronic device samples an audio input using a microphone. The first electronic device broadcasts a first set of one or more values based on the sampled audio input. Furthermore, the first electronic device receives a second set of one or more values, which are based on the audio input, from a second electronic device. Based on the first set of one or more values and the second set of one or more values, the first electronic device determines whether to respond to the audio input or forego responding to the audio input.",B2,utility,752,2128
11809829,2023-11-07,2023,Virtual assistant for generating personalized responses within a communication session,"Intelligent agents (IA) for automatically generating responses to content within a communication session (CS) are disclosed. An IA is trained to target the responses to a user and the user's context within the CS. An IA receives CS content that includes natural language expressions encoding users' conversations and determines content features based on natural language models. The content features indicate intended semantics of the expressions. The IA identifies likely-relevant content to the targeted user, to generate a response for. Identifying such content includes determining a relevance of the content based on content features, a context of the CS, a user-interest model, and a content-relevance model. Identifying the likely-relevant content to respond to is based on the determined relevance of the content and relevance thresholds. Various responses to the identified portions of the content are automatically generated and provided based on a natural language response-generation model targeted to the user.",B2,utility,16,45
11809886,2023-11-07,2023,Intelligent automated assistant in a messaging environment,"Systems and processes for operating an intelligent automated assistant in a messaging environment are provided. In one example process, a graphical user interface (GUI) having a plurality of previous messages between a user of the electronic device and the digital assistant can be displayed on a display. The plurality of previous messages can be presented in a conversational view. User input can be received and in response to receiving the user input, the user input can be displayed as a first message in the GUI. A contextual state of the electronic device corresponding to the displayed user input can be stored. The process can cause an action to be performed in accordance with a user intent derived from the user input. A response based on the action can be displayed as a second message in the GUI.",B2,utility,802,2468
11810120,2023-11-07,2023,Methods and systems for a virtual assistant,"An illustrative embodiment disclosed herein is a method including assigning, by a virtual assistant computing device, a transaction intent associated with a mobile device user for a transaction and determining by the virtual assistant computing device, whether the transaction is in accordance with policy. The method further includes sending by the virtual assistant computing device, a policy decision recommendation to the mobile device and receiving, by the virtual assistant computing device, a response from the mobile device indicating whether to perform the transaction. The method further includes facilitating, by the virtual assistant computing device, performance of the transaction and generating, by the virtual assistant computing device, an expense report associated with the transaction.",B2,utility,8,12
11810337,2023-11-07,2023,Providing emotional care in a session,A method and apparatus for providing emotional care in a session between a user and conversational agent. A first group of images comprising one or more images associated with the user may be received in the session. A user profile may be obtained. A first group of textual descriptions may be generated from the first group of images based at least on emotion information in the user profile. A first memory record may be created based at least on the first group of images and the first group of textual descriptions. A second group of images may be received in the session to generate a second group of textual descriptions from the second group of images based at least on the emotion information in the user profile. A second memory record may be created based at least on the second group of images and the second group of textual descriptions.,B2,utility,1,5
11810562,2023-11-07,2023,Reducing the need for manual start/end-pointing and trigger phrases,"Systems and processes for selectively processing and responding to a spoken user input are provided. In one example, audio input containing a spoken user input can be received at a user device. The spoken user input can be identified from the audio input by identifying start and end-points of the spoken user input. It can be determined whether or not the spoken user input was intended for a virtual assistant based on contextual information. The determination can be made using a rule-based system or a probabilistic system. If it is determined that the spoken user input was intended for the virtual assistant, the spoken user input can be processed and an appropriate response can be generated. If it is instead determined that the spoken user input was not intended for the virtual assistant, the spoken user input can be ignored and/or no response can be generated.",B2,utility,836,2338
11810565,2023-11-07,2023,Virtual assistant host platform configured for interactive voice response simulation,"Aspects of the disclosure relate to using machine learning to simulate an interactive voice response system. A computing platform may receive user interaction information corresponding to interactions between a user and enterprise computing devices. Based on the user interaction information, the computing platform may identify predicted intents for the user, and may generate hotkey information based on the predicted intents. The computing platform may send the hotkey information and commands directing the mobile device to output the hotkey information. The computing platform may receive hotkey input information from the mobile device. Based on the hotkey input information, the computing platform may generate a hotkey response message. The computing platform may send, to the mobile device, the hotkey response message and commands directing the mobile device to convert the hotkey response message to an audio output and to output the audio output.",B2,utility,51,10
11811707,2023-11-07,2023,Automatic chatbot generation through causal analysis of historical incidents,"A method for receiving a historical incident data set with the historical incident data set including a plurality of data records, for each given data record of the plurality of data records, applying a causal analysis algorithm to determine a set of causal factor(s) for the historical instance of an incident corresponding to the given data record to obtain a problems and solutions data set, and automatically, and by machine logic, generating a chatbot based, at least in part, on the problems and solutions data set.",B2,utility,0,8
11811709,2023-11-07,2023,Method and system for recommending content using chatbot,A method and system for recommending content using a chatbot are provided. The content recommendation method includes calling a chatbot to a chatroom based on a first user interaction with the chatroom; providing first content corresponding to a second user interaction with the chatroom while the chatbot is in the chatroom; and recommending second content related to the first content.,B2,utility,0,4
11811826,2023-11-07,2023,Dynamic and cryptographically secure augmentation of programmatically established chatbot sessions,"The disclosed exemplary embodiments include computer-implemented systems, apparatuses, and processes that dynamically and securely augment a programmatically established communications session, such as a chatbot session, to include one or more additional responsive applications. For example, an apparatus may receive messaging data during a first communication session programmatically established between a device and a first executed application program, and may determine that an additional apparatus is configured to perform operations consistent with the messaging data. The apparatus may transmit a digital token and at least a portion of the messaging data to an additional apparatus. A second application executed by the additional apparatus may validate the digital token and based on the portion of the messaging data, establish a second communication session between the device and the executed first and second application programs.",B2,utility,3,9
11811969,2023-11-07,2023,Automatic navigation of an interactive voice response (IVR) tree on behalf of human user(s),"Implementations are directed to utilizing an assistant to automatically navigate an interactive voice response (IVR) tree to arrive at a target state during an assisted telephone call. The assistant can receive input to initiate the assisted telephone call, identify an entity to engage with, on behalf of the user, and during the assisted telephone call, based on the input, and identify an IVR tree stored in association with the entity. In various implementations, navigation of the IVR tree can be modified based on interaction(s) detected at a client device subsequent to initiating the assisted telephone call. In various implementations, the assisted telephone call can be initiated from a search interface, and the target state can be associated with a given search result. In various implementations, the IVR tree can be dynamic in that only a subset of candidate state(s) of the IVR tree may be available as the target state.",B2,utility,25,99
11817092,2023-11-14,2023,Multi-user virtual assistant for verbal device control,"In one example, a method includes receiving audio data generated by one or more microphones of a computing device, the audio data representing a spoken utterance; identifying, based on the audio data, a user that provided the spoken utterance; identifying, based on the audio data, an automation action associated with one or more automation devices, the automation action corresponding to the spoken utterance; determining whether the identified user is authorized to cause performance of the identified automation action; and responsive to determining that the identified user is authorized to cause performance of the identified automation action, causing the one or more automation devices to perform the identified automation action.",B2,utility,7,14
11817097,2023-11-14,2023,Electronic apparatus and assistant service providing method thereof,"An electronic apparatus is provided. The electronic apparatus includes a communicator, a memory, and a processor connected to the communicator and the memory and configured to control the electronic apparatus. The processor is configured to, by executing at least one command stored in the memory, based on a user input for executing an assistant service being received, transmit information on a user voice acquired by the electronic apparatus to a plurality of servers providing different assistant services through the communicator, and based on a plurality of response information being received from the plurality of servers, provide a response on the user voice based on at least one of the plurality of response information. The plurality of servers provide the assistant service using an artificial intelligence agent.",B2,utility,3,13
11817104,2023-11-14,2023,Methods and systems for determining a wake word,"A user device (e.g., voice assistant device, voice enabled device, smart device, computing device, etc.) may receive/detect audio content (e.g., speech, etc.) that includes a wake word and/or words similar to a wake word. The user device may require a wake word, a portion of the wake word, or words similar to the wake word to be detected prior to interacting with a user. The user device may, based on characteristics of the audio content, determine if the audio content originates from an authorized user. The user device may decrease and/or increase scrutiny applied to wake word detection based on whether audio content originates from an authorized user.",B2,utility,11,21
11818111,2023-11-14,2023,Systems and methods for search engine based web ticket minimization,"Various embodiments described herein relate to a system for providing automated solutions, in response to a query of a user. The system may include a search engine-based web service, which may receive information from a database and may enable the user to troubleshoot their query. The search engine-based web service may include an artificial intelligence based chat service. The user may use the artificial intelligence based chat service to submit the query. In response, an intelligent virtual assistant of the artificial intelligence based chat service may process the query and return the solutions from the database, which may be appropriately related to subject matter of the query.",B1,utility,1,5
11818289,2023-11-14,2023,Detecting scam callers using conversational agent and machine learning systems and methods,"Systems and methods for detecting indications of a scam caller are disclosed. Call data, such as call audio, is received and used to create a training dataset. Using the training dataset, a machine learning model is trained to detect indications of a scam caller in a phone call. An Interactive Voice Response (IVR) model is trained or configured, using voice samples of speech of a subscriber of a telecommunications service provider, to simulate speech and conversation of the subscriber. A conversational agent is generated using the IVR model and the trained machine learning model. The conversational agent receives a phone call, engages a caller in simulated conversation, and detects indications of whether the caller is a likely scam caller. If the caller is determined to be a likely scam caller, an alert can be generated and/or the call can be disconnected.",B2,utility,25,15
11818820,2023-11-14,2023,Adapting a lighting control interface based on an analysis of conversational input,"A system (1) for adapting a lighting control interface is configured to receive a signal indicative of conversational input from a user, analyze the conversational input, determine an activity and a location (14) based on the analysis, select a stored activity matching the activity from a plurality of activities stored in a memory, each of the plurality of activities being associated with a light setting in the memory, obtain a light setting associated with the selected activity from the memory, identify a light device (24) at the location based on the determined location, and adapt a lighting control interface (27) to allow the light device at the location to be controlled according to the determined light setting in response to receiving an input via the lighting control interface.",B2,utility,4,8
11822894,2023-11-21,2023,Integrating common and context-specific natural language understanding processing in a virtual assistant application,"Methods and apparatuses are described for integrating common and context-specific natural language understanding (NLU) processing in a virtual assistant application. A server identifies a common NLU processing unit comprising (i) a common NLU classification model and (ii) a common response library comprising common responses. The server builds a combined NLU processing unit based upon the common NLU classification model and a context-specific NLU classification model, the combined NLU processing unit comprising (i) a combined NLU classification model trained using the common NLU training data and context-specific NLU training data, (ii) the common response library and (iii) a context-specific response library comprising context-specific responses. The server generates a response to an input utterance by determining a user intent associated with the input utterance using the combined NLU classification model, locating a response associated with the user intent in one or more of the libraries.",B1,utility,12,30
11823061,2023-11-21,2023,Systems and methods for continual updating of response generation by an artificial intelligence chatbot,"Methods and systems are provided for a natural language processing system comprising a chatbot adapted for dialog generation. In one example, the system may include a combination of a variational autoencoder (VAE) and a generative adversarial network (GAN) for generating natural responses to input queries. The VAE may convert queries into vector embeddings that may then be used by the GAN to continuously update and improve responses provided by the chatbot.",B2,utility,1,15
11823068,2023-11-21,2023,Proactive virtual assistant,"An assistant executing at, at least one processor, is described that determines content for a conversation with a user of a computing device and selects, based on the content and information associated with the user, a modality to signal initiating the conversation with the user. The assistant is further described that causes, in the modality, a signaling of the conversation with the user.",B2,utility,3,40
11823082,2023-11-21,2023,Methods for orchestrating an automated conversation in one or more networks and devices thereof,"A virtual assistant server receives an utterance from an input mechanism. Upon receiving the utterance, the virtual assistant server, evaluates the utterance to identify a plurality of intents corresponding to the utterance and calculates common scores using natural language processing techniques for each of the identified plurality of intents. The virtual assistant server ranks the identified plurality of intents based on the calculated common scores and based on the ranking identifies a first winning intent and a second winning intent. Subsequently, the virtual assistant server prioritizes one of the first winning intent or the second winning intent to identify a final winning intent based on context information. The virtual assistant server executes the final winning intent and forwards a response to the input mechanism.",B2,utility,16,16
11823279,2023-11-21,2023,Communication of insurance claim data,"Systems and methods provide for an automated system for determining whether claims related to an insured item should proceed to an arbitrating body. A virtual assistant (also referred to herein as an “arbitration assessment assistant”) installed in a computing device (e.g., computer, laptop, tablet computer, mobile phone, etc.) may be responsible for managing and assisting an insurance representative (e.g., an insurance adjuster, subrogation representative, etc.) in determining liability and fault relating to a claim, conducting a subrogation process, and ultimately determining whether the claim should be submitted for arbitration. In one or more aspects discussed, herein the process may be fully automated.",B2,utility,33,24
11823592,2023-11-21,2023,Virtual agent conducting interactive testing,"The disclosed system and method focus on automatically generating questions from input of written text and/or audio transcripts (e.g., learning materials) to aid in teaching people through testing their knowledge about information they have previously been presented with. These questions may be presented to an end user via a conversational system (e.g., virtual agent or chatbot). The user can iterate through each question, provide feedback for the question, attempt to answer the question, and/or get an answer score for each answer. The disclosed system and method can generate questions tailored to a particular subject by using teaching materials as input. The disclosed system and method can further curate the questions based on various conditions to ensure that the questions are automatically selected and arranged in an order that best suits the subject taught and the learner answering the questions.",B2,utility,0,10
11823667,2023-11-21,2023,Contextually-adaptive conversational interface,"Techniques for modifying rules for completing requests using a conversational interface are disclosed. A conversational interface receives a user request to perform a particular function. A system extracts semantic content from the request and obtains contextual metadata associated with the request. Using the semantic content and contextual metadata, the system generates a data set of attribute values. The system determines whether the data set matches a data set of required data attributes associated with the request. If the provided data set is different than the required data set, the system determines whether to modify a set of rules associated with the request. The set of rules specifies which attribute values are required to complete the request. When the system modifies the rules associated with the request, the system also determines whether to apply the rule modification to subsequent requests by the same user and other users.",B2,utility,5,9
11823674,2023-11-21,2023,System and method of deploying a virtual assistant at an electronic media device for obtaining information related to a public-safety incident,"A process of deploying a virtual assistant at an electronic media device to obtain information related to a public-safety incident. An electronic computing device captures a real-time digital audio and/or video stream from a first user under interrogation in relation to the incident and further processes the captured stream to determine that a second user has potential information related to the incident. The electronic computing device then determines that a virtual assistant is not currently deployed at an electronic media device that is identified as positioned at a current location of the second user. When it is determined that the electronic media device is capable of hosting a virtual assistant, the electronic computing device transmits an instruction to deploy a virtual assistant at the electronic media device and further perform an interrogation of the second user to obtain information related to the public-safety incident via the deployed virtual assistant.",B2,utility,13,13
11823675,2023-11-21,2023,Display mode dependent response generation with latency considerations,"The present disclosure is generally related to a data processing system to process data packets in a voice activated computer network environment. The data processing system can improve the efficiency of the network by generating non-video data responses to voice commands received from a client device if a display associated with a client device is in an OFF state. A digital assistant application executed on the client device can send to the data processing system client device configuration data, which includes the state of the display device, among status data of other components of the client device. The data processing system can receive a current volume of speakers associated with the client device, and set a volume level for the client device based on the current volume level and a minimum response volume level at the client device.",B2,utility,1,22
11823677,2023-11-21,2023,Interaction with a portion of a content item through a virtual assistant,"Techniques for interacting with a portion of a content item through a virtual assistant are described herein. The techniques may include identifying a portion of a content item that is relevant to user input and causing an action to be performed related to the portion of the content item. The action may include, for example, displaying the portion of the content item on a smart device in a displayable format that is adapted to a display characteristic of the smart device, performing a task for a user that satisfies the user input, and so on.",B2,utility,22,73
11823684,2023-11-21,2023,Generating and/or utilizing voice authentication biasing parameters for assistant devices,"Implementations are directed to biasing speaker authentication on a per-user basis and on a device-by-device basis and/or contextual feature(s) basis. In some of those implementations, in performing speaker authentication based on a spoken utterance, different biasing parameters are determined for each of multiple different registered users of an assistant device at which the spoken utterance was detected. In those implementations, each of the biasing parameters can be used to make it more likely or less likely (in dependence of the biasing parameter) that a corresponding registered user will be verified using the speaker authentication. Through utilization of biasing parameter(s) in performing speaker authentication, accuracy and/or robustness of speaker authentication can be increased.",B2,utility,2,12
11823704,2023-11-21,2023,Signal processing coordination among digital voice assistant computing devices,"Coordinating signal processing among computing devices in a voice-driven computing environment is provided. A first and second digital assistant can detect an input audio signal, perform a signal quality check, and provide indications that the first and second digital assistants are operational to process the input audio signal. A system can select the first digital assistant for further processing. The system can receive, from the first digital assistant, data packets including a command. The system can generate, for a network connected device selected from a plurality of network connected devices, an action data structure based on the data packets, and transmit the action data structure to the selected network connected device.",B2,utility,2,38
11824818,2023-11-21,2023,Building and training a network of chatbots,"Methods for building and training a network of chatbots are provided. Methods may perform data analysis on a first chatbot in the network. The first chatbot may include a first domain of intents. The data analysis may identify and rank the intents in the first domain. The first domain may represent answers to a first domain of user queries. Methods may select a predetermined number of highest-ranking intents from the first domain based on the data analysis. Methods may input the selected intents into a second chatbot in the network. The second chatbot may include a second domain of intents. The second domain may represent answers to a second domain of user queries. Methods may input a hook into the second chatbot. The hook may include a trigger word and may correspond to the first domain. When the hook is triggered, the second chatbot may invoke the first chatbot.",B2,utility,0,11
11824820,2023-11-21,2023,Chat communication support assistants,"Disclosed in some examples are methods, systems, and machine-readable mediums which provide for an agent support application with a plurality of plug-in communication support assistants. Each of the plurality of plug-in communication support assistants monitors communications between the agents and customers for different conversational triggers. Conversational triggers may be any conversation, either by the agent or the customer, that the communication support assistant is trained to detect. Upon detecting one of these conversational triggers, the plug-in communication support assistant provides one or more suggestions to the agent.",B1,utility,33,18
11825023,2023-11-21,2023,Method and system for virtual assistant conversations,"Techniques and architectures for implementing a team of virtual assistants are described herein. The team may include multiple virtual assistants that are configured with different characteristics, such as different functionality, base language models, levels of training, visual appearances, personalities, and so on. The characteristics of the virtual assistants may be configured by trainers, end-users, and/or a virtual assistant service. The virtual assistants may be presented to end-users in conversation user interfaces to perform different tasks for the users in a conversational manner. The different virtual assistants may adapt to different contexts. The virtual assistants may additionally, or alternatively, interact with each other to carry out tasks for the users, which may be illustrated in conversation user interfaces.",B2,utility,68,176
11829683,2023-11-28,2023,Monitoring device having 360 degree sensing,"Aspects of the present invention are directed towards identifying users in a room by an intelligent personal assistant for automatic control of certain devices controlled by the assistant. The assistant may have a retractable, reflector that is used to identify persons in the vicinity of the assistant when the retractable, reflector is in an extended position. The retractable, reflector may additionally be stowed inside the assistant to stop processing visual information in the vicinity of the assistant.",B2,utility,18,33
11829684,2023-11-28,2023,Conversational virtual healthcare assistant,"A conversation user interface enables patients to better understand their healthcare by integrating diagnosis, treatment, medication management, and payment, through a system that uses a virtual assistant to engage in conversation with the patient. The conversation user interface conveys a visual representation of a conversation between the virtual assistant and the patient. An identity of the patient, including preferences and medical records, is maintained throughout all interactions so that each aspect of this integrated system has access to the same information. The conversation user interface presents allows the patient to interact with the virtual assistant using natural language commands to receive information and complete task related to his or her healthcare.",B2,utility,68,173
11829725,2023-11-28,2023,Computer implemented method for the automated analysis or use of data,"A computer implemented method for the automated analysis or use of data is implemented by a voice assistant. The method comprises the steps of: (a) storing in a memory a structured, machine-readable representation of data that conforms to a machine-readable language (‘machine representation’); the machine representation including representations of user speech or text input to a human/machine interface; and (b) automatically processing the machine representations to analyse the user speech or text input.",B2,utility,31,142
11830098,2023-11-28,2023,Data leak prevention using user and device contexts,"Disclosed are various examples for audio data leak prevention using user and device contexts. In some examples, a voice assistant device can be connected to a remote service that provides enterprise data to be audibly emitted by the voice assistant device. In response to a request for the enterprise data being received from the voice assistant device, an audio signal can be generated that audibly broadcasts the enterprise data. The audio signal can be generated to audibly redact at least a portion of the enterprise data based at least in part on a mode of operation of the voice assistant device. The voice assistant device can be directed to emit the enterprise data through a playback of the audio signal.",B2,utility,11,53
11830333,2023-11-28,2023,"Systems, methods, and devices for activity monitoring via a home assistant","The various implementations described herein include methods, devices, and systems for monitoring activity in a home environment. In one aspect, a method performed at a voice-assistant device includes: transitioning to operating in a second mode from a first mode; while operating in the second mode, detecting a sound; obtaining a determination as to whether the sound meets one or more monitoring criteria; and in accordance with a determination that the sound meets the one or more monitoring criteria, generating an alert or notification.",B2,utility,10,19
11830490,2023-11-28,2023,Multi-user voice assistant with disambiguation,"Disambiguating question answering responses by receiving voice command data associated with a first user, determining a first user identity according to the first user voice command data, determining a first user activity context according to the first user voice command data, determining a first response for the first user, receiving voice command data associated with a second user, determining a second user identity according to the second user voice command data, determining a second user activity context according to the second user voice command data, determining a second response for the second user, determining a predicted ambiguity between the first response and the second response, altering the first response according to the predicted ambiguity, and providing the first response and the second response.",B2,utility,5,9
11830500,2023-11-28,2023,System and method for digital assistant management,"A system and method for the management of multiple digital assistants enabling the collection and analysis of voice commands and the selective instruction of the digital assistant having the most appropriate capability and/or connectivity to respond to the analyzed voice command. In a preferred embodiment the digital assistants are networked via a DAC. The controller serves to as a central node programmed to recognize the voice commands received by networked digital assistants and determine which assistant or assistants are best qualified to respond. This determination is a function of the command type, as well as the location and capabilities of each digital assistant. In addition, the system and method enhance the utility of the digital assistants, enabling a voice command received by a particular digital assistant to be acted upon by one or more digital assistants located outside of the audible range of the spoken voice command.",B2,utility,0,7
11830503,2023-11-28,2023,Providing access with a portable device and voice commands,"A system comprising a transponder having a user interface to receive commands from a user and to operate a virtual assistant. A micro-computer in an automobile, which is responsive to the transponder, and wherein the transponder and the micro-computer configured to have conversations. These include conversations regarding the automobile, and between a user of the transponder and the virtual assistant utilized by the transponder. The conversations are recorded and recallable at a later time, wherein the virtual assistant responds to future commands or questions from the user based on prior commands or questions from the user.",B2,utility,195,29
11831588,2023-11-28,2023,Time aware self-attentive models for personalized conversational messages,"Systems and methods for personalizing messages in a conversational chatbot are disclosed. An example method may include receiving clickstream event data corresponding to click events by users of an application, generating featurized clickstream data based at least in part on the received clickstream event data, determining one or more predicted intentions for a first user based at least in part on the featurized clickstream data, and generating one or more personalized messages for the first user based at least in part on the one or more predicted user intentions.",B2,utility,0,3
11831806,2023-11-28,2023,Methods for managing call traffic at a virtual assistant server,"A virtual assistant server receives a web request such as a HTTP request with one or more call parameters corresponding to a call redirected from an interactive voice response server. The virtual assistant server inputs the received one or more call parameters to a predictive model, which identifies, based on the one or more call parameters, an intelligent communication mode to route the redirected call to. Subsequently, the virtual assistant server routes the redirected call to the intelligent communication mode.",B2,utility,2,1
